2722,14.6575,8.6996,11.0770,23.5949,8.3038,14.4819,12.0173,13.0376,19.6425,16.6314,11.3013,7.9294,12.7288,16.6270,13.1320,11.3447,20.1540,20.8290,8.3602,8.4965,12.1794,4.8241,16.7316,12.9918
19585,67.8501,68.0558,68.0610,67.6801,67.9328,68.5397,69.4859,69.5644,68.0074,67.1175,68.6994,67.4295,68.9470,67.9647,67.8556,67.5823,68.3590,68.1635,68.1162,67.2299,66.7449,67.6700,69.2669,67.7827
18810,50.1324,33.3714,42.1172,35.7281,7.4106,18.8570,38.0855,45.3722,48.1724,35.6666,32.8617,45.5739,33.3759,26.9044,45.2913,23.3820,11.7881,38.9166,30.7620,42.3781,38.8882,28.0355,35.9546,26.8917
6884,20.3305,18.3109,14.8122,16.5897,62.8396,15.0077,16.6017,17.3969,18.1038,18.1110,20.5900,16.0753,21.5338,14.5015,11.5206,25.7924,9.5763,8.8209,34.5618,9.8397,14.8973,28.9523,21.9440,14.4007
6577,43.0320,47.8665,37.4607,47.2939,50.8960,47.0044,51.9111,46.7956,47.4071,43.6129,41.4158,50.0551,48.7773,47.1821,43.2865,45.6230,50.7284,43.8720,52.1017,48.7040,48.8496,50.6270,37.2750,48.5977
13703,30.9469,5.1800,35.1958,29.2409,35.3730,24.8159,30.5943,33.4227,23.3913,31.7626,17.4171,29.3929,33.4328,25.6442,32.2946,16.7155,29.1007,26.9564,24.7451,29.0457,12.4453,34.6013,22.3629,9.0470
2751,36.8352,38.1054,28.3348,36.8352,34.7502,2.6104,34.5330,37.5869,37.3015,36.8352,35.4185,36.8352,31.9489,29.9473,33.8282,34.3612,6.3613,33.3422,33.0941,34.8049,29.2730,22.5983,29.4682,24.6282
16136,39.0556,37.9730,36.8723,36.8937,38.2011,35.3360,39.9313,39.1878,41.1134,39.5983,36.3456,39.6292,39.8568,37.7104,37.8319,37.4146,41.7081,35.8337,39.9450,40.3463,39.9313,38.5484,29.4627,41.2253
8474,54.7513,58.9338,57.9473,55.5590,55.5615,54.1172,53.4711,54.5277,56.4336,54.3646,56.7662,54.5036,56.7346,54.8417,53.0096,55.0605,55.5578,55.0992,50.5588,25.4613,51.4107,52.2636,53.2759,56.3086
13342,48.7734,51.3669,53.8991,50.6350,53.0328,17.8152,49.6724,45.8390,42.8821,49.6758,49.5597,49.1843,30.7295,45.3292,44.5870,48.2413,44.1143,34.2898,33.7670,26.7942,15.4620,32.6604,9.7940,42.3214
1014508,21.6768,26.4830,20.6567,21.6947,18.2722,18.2799,20.4760,17.7747,18.1279,12.3833,12.9909,18.6541,14.7729,18.8191,17.2774,14.1285,23.2035,23.5050,5.7748,11.8637,25.3365,14.7136,9.2207,17.7895
7807,14.9744,19.9072,4.9525,13.4228,14.4948,8.6090,8.0644,10.6088,9.1749,9.4297,5.1955,10.2989,10.0862,18.4175,7.8157,13.1967,20.4966,13.3046,14.1009,4.5075,9.5653,7.0443,5.1442,4.8208
1005521,30.5870,26.1061,22.7421,14.8367,29.8409,17.6112,29.6264,24.6075,26.0988,12.9777,24.8524,24.0833,9.0276,19.2298,13.4807,21.5072,22.5944,23.5689,24.2126,15.4404,23.9888,24.9611,23.5101,24.4229
1009563,41.9180,31.9094,36.3910,39.9500,27.8847,30.9528,9.2000,37.2310,12.8596,28.6401,41.2962,12.3275,41.0244,41.1378,12.5631,38.3091,40.1648,29.4764,11.6351,26.5019,31.9743,31.7376,23.5267,23.5133
20541,36.7728,44.3395,20.0251,30.7616,9.9767,31.7729,33.3895,27.5343,36.8039,28.3812,39.9522,34.7419,21.9086,35.8308,38.9206,34.2158,30.3460,34.8497,33.9947,37.8423,24.5920,31.5757,18.7414,28.1494
5212,24.3394,30.1124,33.9635,30.1180,16.5377,29.7669,31.5343,34.9591,31.7424,24.0944,35.8707,36.4405,31.1157,29.0256,33.3313,24.5423,30.3957,31.2322,29.3377,37.5081,30.0755,25.2279,29.3022,7.5054
21321,16.5827,22.7808,13.8297,22.7045,33.7228,24.2901,25.5680,16.8637,23.8853,24.2320,19.5340,9.5664,19.6443,11.8354,21.6091,13.4523,15.4284,16.6297,13.9440,12.7171,14.8050,19.3234,17.4670,16.4992
1019992,15.7628,24.3712,15.7821,7.8213,22.3474,19.5643,21.0379,16.7464,19.8142,22.2828,14.6623,16.8230,9.9622,23.4229,16.4715,10.1750,14.5023,10.9703,7.0784,16.9779,13.7347,9.6600,12.1932,7.9052
10443,48.5999,52.2430,51.1937,54.6177,48.6131,53.5229,53.6094,51.3265,45.4549,46.4090,23.9670,49.2305,47.3634,49.8665,49.7834,42.7933,44.9613,47.1582,49.7078,51.6813,51.0927,49.0010,48.9705,49.4622
1007350,34.7427,21.0454,8.8160,16.9555,19.6803,6.0061,13.3820,20.7702,30.2333,17.2996,28.4631,30.3949,31.7915,26.4182,21.5818,31.8380,28.0606,31.8231,33.8111,15.1907,28.9446,34.2136,31.0742,28.2430
1015193,17.8469,9.4437,25.9947,21.4654,29.5759,18.1582,9.7921,23.9565,23.3178,19.2998,11.1581,9.9897,19.7012,22.6189,26.6416,20.6091,26.8318,20.8711,29.9524,26.7513,23.4668,27.3597,22.4498,31.5628
1005013,36.9326,30.9155,4.6900,13.3136,45.1062,7.0270,19.8519,23.7197,16.1535,22.4029,23.4501,20.4116,12.9931,17.7619,12.4590,18.3008,20.4010,16.2560,10.6601,12.2521,6.8742,15.0481,13.9020,11.7891
1015705,22.9579,23.1441,16.3639,21.8263,30.9055,15.9186,22.8280,22.8899,23.9513,14.6081,9.4540,15.9968,22.4166,22.7235,17.4873,19.8357,22.4577,7.2325,17.3788,21.2888,20.7237,13.5890,21.1750,15.4143
1013017,8.5836,27.9350,25.4834,29.6983,25.6184,16.5614,21.9538,13.2793,24.9246,10.2545,21.4104,17.5996,18.3904,19.4764,20.5972,15.2803,30.3620,10.2129,5.7092,18.2128,8.9374,15.3982,13.2280,18.7522
2707,19.0660,18.2906,16.7915,15.7657,13.7821,11.6126,12.0337,8.4857,6.4880,6.9122,10.1975,10.2435,10.3637,11.5053,14.0900,14.8412,19.8636,14.5644,11.1550,10.9268,10.0800,8.8436,17.2727,13.5825
9260,20.5020,20.5020,20.5020,17.4950,14.4881,11.4811,8.4742,5.4672,8.2008,10.9344,13.6680,16.4016,20.5020,18.4518,16.4016,3.1951,9.0528,14.9105,15.6561,16.4016,16.4016,16.4016,16.4016,16.4016
6142,26.4355,21.7762,16.0259,22.2784,19.9712,14.0729,12.2425,15.5778,19.1622,21.5325,19.1068,19.1066,21.1147,17.5790,8.2968,12.3610,20.4393,12.9895,8.6822,16.4932,18.1144,5.9286,18.3797,8.7269
1012149,22.1520,16.6140,18.4600,20.3060,22.1520,14.7680,15.6910,16.6140,16.6140,16.6140,16.1880,15.7620,15.3360,16.6140,14.9526,13.2912,9.2636,5.2359,1.2083,13.2912,16.6140,16.6140,15.3360,14.7680
14635,40.4231,27.7655,37.5131,10.1409,28.8112,37.7316,26.3153,14.6770,20.5074,31.5734,33.6454,30.6724,25.4502,28.9175,28.9070,29.9747,36.6247,30.0011,34.4850,39.5008,22.5945,39.6672,16.6733,34.2637
1013594,57.3883,57.8782,58.7653,58.5895,56.8927,57.8858,57.6879,58.3784,56.9562,57.0935,55.9488,57.1739,50.9894,57.2598,56.7219,56.7856,55.9469,55.8339,56.0084,55.6379,55.8682,56.9395,56.9470,56.2488
15929,13.7878,44.6863,19.4733,35.2436,26.4349,21.6839,30.1895,15.8111,13.2731,39.7452,19.0516,11.3403,24.2680,27.2215,16.7716,26.8112,24.8474,34.1650,38.9507,20.6089,33.4151,23.8407,24.6244,31.9582
4814,31.8155,33.4779,35.2514,19.2357,30.1747,30.4711,29.3702,24.5892,27.9605,29.9999,16.0553,28.5923,32.2882,30.3435,32.4730,27.2220,31.8213,32.7177,32.5553,29.8888,28.0140,31.5677,28.8667,30.8719
1002592,22.0943,1.7054,7.6305,2.7559,9.3929,8.2240,5.7111,10.7790,8.5343,7.7857,8.3236,6.2992,4.6738,10.7097,8.8509,6.2659,11.2906,2.7631,5.0614,12.6451,7.6900,4.7845,4.7616,6.0087
20702,65.5427,67.5493,67.2138,66.2899,66.0891,66.9003,67.5715,62.5237,65.4158,63.7193,66.2809,65.6979,63.9070,64.3102,65.4745,63.0914,64.6785,65.1026,65.3158,64.1165,63.8471,65.7753,64.6483,64.1605
1014401,20.6959,15.7254,19.4871,18.9779,22.7134,19.4435,21.6904,19.0633,14.8492,13.2389,16.1880,15.6610,19.4768,16.8395,20.5612,17.6372,17.0767,16.9054,12.9182,17.1472,17.7139,15.8554,13.8882,9.9408
11753,4.1646,7.4714,12.1234,17.3553,19.2896,15.9502,11.7893,9.2254,15.0098,16.0122,16.4679,9.5920,7.9250,9.7902,8.7691,7.2453,7.9637,12.6979,10.9154,13.5330,6.3179,8.5598,7.2801,7.0240
2560,8.6107,8.9424,15.7711,14.2622,11.6061,10.3451,8.4593,6.8223,5.2403,8.8472,9.6457,9.0030,7.9332,13.5212,13.6525,7.9083,6.0942,7.9441,10.7598,10.4178,14.4800,12.4360,8.0404,9.8352
11882,13.6899,13.6899,36.8575,3.2606,26.6193,33.4289,28.4642,23.7459,19.0275,26.1353,21.4544,31.0799,30.6491,21.7324,9.3462,9.3427,22.9075,28.1064,16.8516,26.5300,27.8036,23.7987,28.4642,8.1314
13894,18.4415,15.6401,11.2446,15.2371,15.9399,13.3884,12.4852,9.8894,13.4898,9.5611,13.0935,11.8464,13.3860,10.3480,12.1032,13.9778,11.7782,12.1619,13.5267,8.1221,13.1019,10.5455,7.2715,12.8603
18738,43.1018,43.4333,43.9023,36.3746,40.0753,46.6114,39.7979,33.6302,36.4606,12.8144,37.7904,38.9940,39.9504,40.3309,39.2301,41.5815,38.8866,39.4440,41.1196,41.8616,40.9965,38.8008,40.0384,35.7363
