14337,Single,492.1250,569.2500,583.5000,597.7500,612.0000,626.2500,591.0625,555.8750,520.6875,485.5000,463.2500,441.0000,418.7500,396.5000,398.0000,399.5000,401.0000,402.5000,402.6250,402.7500,402.8750,403.0000,414.5625,426.1250
16386,Single,713.5000,856.0000,882.6250,909.2500,935.8750,962.5000,942.1250,921.7500,901.3750,881.0000,814.5625,748.1250,681.6875,615.2500,576.7500,538.2500,499.7500,461.2500,456.3750,451.5000,446.6250,441.7500,436.4375,431.1250
4101,Bidirection,58.7500,68.5000,89.7500,111.0000,132.2500,153.5000,150.3750,147.2500,144.1250,141.0000,129.9375,118.8750,107.8125,96.7500,94.5625,92.3750,90.1875,88.0000,90.3125,92.6250,94.9375,97.2500,99.1875,101.1250
1003526,Bidirection,86.8125,102.0000,111.1875,120.3750,129.5625,138.7500,137.6250,136.5000,135.3750,134.2500,124.1875,114.1250,104.0625,94.0000,91.5000,89.0000,86.5000,84.0000,85.0625,86.1250,87.1875,88.2500,90.1250,92.0000
1006593,Bidirection,135.8125,159.5000,190.8125,222.1250,253.4375,284.7500,284.4375,284.1250,283.8125,283.5000,285.3125,287.1250,288.9375,290.7500,294.9375,299.1250,303.3125,307.5000,320.9375,334.3750,347.8125,361.2500,369.1875,377.1250
1003529,Bidirection,57.6875,69.0000,75.2500,81.5000,87.7500,94.0000,95.3750,96.7500,98.1250,99.5000,95.0000,90.5000,86.0000,81.5000,82.3125,83.1250,83.9375,84.7500,86.9375,89.1250,91.3125,93.5000,90.3750,87.2500
11275,Bidirection,72.5625,86.0000,89.6875,93.3750,97.0625,100.7500,99.3125,97.8750,96.4375,95.0000,97.0625,99.1250,101.1875,103.2500,105.6250,108.0000,110.3750,112.7500,116.0625,119.3750,122.6875,126.0000,125.2500,124.5000
14846,Single,75.6875,85.7500,93.1250,100.5000,107.8750,115.2500,108.3750,101.5000,94.6250,87.7500,87.0000,86.2500,85.5000,84.7500,85.5000,86.2500,87.0000,87.7500,87.0000,86.2500,85.5000,84.7500,91.6875,98.6250
3074,Bidirection,51.3750,61.2500,76.8750,92.5000,108.1250,123.7500,126.0000,128.2500,130.5000,132.7500,129.3750,126.0000,122.6250,119.2500,118.1875,117.1250,116.0625,115.0000,117.6250,120.2500,122.8750,125.5000,125.6250,125.7500
1011726,Bidirection,100.5625,118.7500,137.4375,156.1250,174.8125,193.5000,210.4375,227.3750,244.3125,261.2500,265.6875,270.1250,274.5625,279.0000,286.1875,293.3750,300.5625,307.7500,318.0625,328.3750,338.6875,349.0000,355.0000,361.0000
